Footprint	Comment	Designator	MidX	MidY	TB	Rotation	Feeder	Tool Position
chip0603	1k	Rsh5_Digit	2830.709	3535.433	T	360.00		
chip0603	1k	Rsh6_Digit	2830.709	3661.417	T	360.00		
chip0603	1k	Rsh11_Digi	2830.709	3763.779	T	360.00		
chip0603	1k	Rsh12_Digi	2830.709	3889.764	T	360.00		
chip0603	1k	Rsh9_Digit	2830.709	3988.189	T	360.00		
chip0603	1k	Rsh10_Digi	2830.709	4114.173	T	360.00		
chip0603	1k	Rsh7_Digit	2830.709	5543.307	T	360.00		
chip0603	1k	Rsh8_Digit	2830.709	5669.291	T	360.00		
chip0603	1k	Rsh5_Digit	2830.709	5767.717	T	360.00		
chip0603	1k	Rsh6_Digit	2830.709	5893.701	T	360.00		
chip0603	1k	Rsh12_Digi	2830.709	6125.984	T	360.00		
chip0603	1k	Rsh9_Digit	2830.709	6224.409	T	360.00		
chip0603	1k	Rsh10_Digi	2830.709	6350.394	T	360.00		
chip0603	1k	Rsh7_Digit	2830.709	6440.945	T	360.00		
chip0603	1k	Rsh8_Digit	2830.709	6566.929	T	360.00		
chip0603	1k	Rsh5_Digit	2830.709	6665.354	T	360.00		
chip0603	1k	Rsh6_Digit	2830.709	6791.339	T	360.00		
chip0603	1k	Rsh24_Digi	2956.693	2984.252	T	360.00		
chip0603	1k	Rsh23_Digi	2956.693	3208.661	T	360.00		
chip0603	1k	Rsh22_Digi	2956.693	3425.197	T	360.00		
chip0603	1k	Rsh24_Digi	2956.693	3877.953	T	360.00		
chip0603	1k	Rsh23_Digi	2956.693	4102.362	T	360.00		
chip0603	1k	Rsh22_Digi	2956.693	5657.48	T	360.00		
chip0603	1k	Rsh24_Digi	2956.693	6114.173	T	360.00		
chip0603	1k	Rsh23_Digi	2956.693	6338.583	T	360.00		
chip0603	1k	Rsh22_Digi	2956.693	6555.118	T	360.00		
chip0603	1k	Rsh21_Digi	2968.504	3653.543	T	360.00		
chip0603	1k	Rsh13_Digi	2968.504	5775.591	T	360.00		
chip0603	1k	Rsh21_Digi	2968.504	5885.827	T	360.00		
chip0603	1k	Rsh13_Digi	2968.504	6673.228	T	360.00		
chip0603	1k	Rsh21_Digi	2968.504	6783.465	T	360.00		
chip0603	1k	Rsh16_Digi	2980.315	2877.953	T	360.00		
chip0603	1k	Rsh15_Digi	2980.315	3102.362	T	360.00		
chip0603	1k	Rsh14_Digi	2980.315	3318.898	T	360.00		
chip0603	1k	Rsh13_Digi	2980.315	3543.307	T	360.00		
chip0603	1k	Rsh16_Digi	2980.315	3771.653	T	360.00		
chip0603	1k	Rsh15_Digi	2980.315	3996.063	T	360.00		
chip0603	1k	Rsh14_Digi	2980.315	5551.181	T	360.00		
chip0603	1k	Rsh16_Digi	2980.315	6007.874	T	360.00		
chip0603	1k	Rsh15_Digi	2980.315	6232.283	T	360.00		
chip0603	1k	Rsh14_Digi	2980.315	6448.819	T	360.00		
chip0603	1k	Rsh44_Digi	3232.283	2893.701	B	360.00		
chip0603	1k	Rsh42_Digi	3232.283	3118.11	B	360.00		
chip0603	1k	Rsh40_Digi	3232.283	3334.646	B	360.00		
chip0603	1k	Rsh38_Digi	3232.283	3559.055	B	360.00		
chip0603	1k	Rsh44_Digi	3232.283	6023.622	B	360.00		
chip0603	1k	Rsh40_Digi	3232.283	6464.567	B	360.00		
chip0603	1k	Rsh38_Digi	3232.283	6688.976	B	360.00		
chip0603	1k	Rsh44_Digi	3232.284	3787.401	B	360.00		
chip0603	1k	Rsh42_Digi	3232.284	4011.811	B	360.00		
chip0603	1k	Rsh40_Digi	3232.284	5566.929	B	360.00		
chip0603	1k	Rsh38_Digi	3232.284	5791.339	B	360.00		
chip0603	1k	Rsh42_Digi	3232.284	6248.032	B	360.00		
chip0603	1k	R19_Digit_	3767.716	2984.252	T	360.00		
chip0603	1k	R18_Digit_	3767.716	3039.37	T	180.00		
chip0603	1k	R15_Digit_	3767.716	3425.197	T	360.00		
chip0603	1k	R14_Digit_	3767.716	3480.315	T	180.00		
chip0603	1k	R19_Digit_	3767.716	3877.953	T	360.00		
chip0603	1k	R15_Digit_	3767.716	5657.48	T	360.00		
chip0603	1k	R19_Digit_	3767.716	6114.173	T	360.00		
chip0603	1k	R18_Digit_	3767.716	6169.291	T	180.00		
chip0603	1k	R15_Digit_	3767.716	6555.118	T	360.00		
chip0603	1k	R14_Digit_	3767.716	6610.236	T	180.00		
chip0603	1k	R18_Digit_	3767.717	3933.071	T	180.00		
chip0603	1k	R14_Digit_	3767.717	5712.598	T	180.00		
chip0603	1k	R20_Digit_	3893.701	2885.827	T	180.00		
chip0603	1k	R17_Digit_	3893.701	3137.795	T	360.00		
chip0603	1k	R16_Digit_	3893.701	3326.772	T	180.00		
chip0603	1k	R13_Digit_	3893.701	3578.74	T	360.00		
chip0603	1k	R20_Digit_	3893.701	3779.528	T	180.00		
chip0603	1k	R17_Digit_	3893.701	4031.496	T	360.00		
chip0603	1k	R16_Digit_	3893.701	5559.055	T	180.00		
chip0603	1k	R13_Digit_	3893.701	5811.024	T	360.00		
chip0603	1k	R20_Digit_	3893.701	6015.748	T	180.00		
chip0603	1k	R17_Digit_	3893.701	6267.717	T	360.00		
chip0603	1k	R16_Digit_	3893.701	6456.693	T	180.00		
chip0603	1k	R13_Digit_	3893.701	6708.662	T	360.00		
chip0603	1k	R41_Digit_	3897.638	2716.535	B	180.00		
chip0603	1k	R41_Digit_	4251.968	4543.307	B	270.00		
chip0603	1k	R41_Digit_	4295.275	6968.504	B	360.00		
chip0603	1k	RFL3	5724.409	3555.118	B	180.00		
chip0603	1k	RFL5	5728.346	3897.638	B	180.00		
chip0603	1K	R42	5944.882	4728.346	B	90.00		
chip0603	1k	ExtReset1	5988.189	4311.024	T	180.00		
chip0603	1uF	Csh36_Digi	3625.984	2933.071	T	270.00		
chip0603	1uF	Csh35_Digi	3625.984	3157.48	T	270.00		
chip0603	1uF	Csh34_Digi	3625.984	3374.016	T	270.00		
chip0603	1uF	Csh33_Digi	3625.984	3598.425	T	270.00		
chip0603	1uF	Csh36_Digi	3625.984	3826.771	T	270.00		
chip0603	1uF	Csh35_Digi	3625.984	4051.181	T	270.00		
chip0603	1uF	Csh34_Digi	3625.984	5606.299	T	270.00		
chip0603	1uF	Csh33_Digi	3625.984	5830.709	T	270.00		
chip0603	1uF	Csh36_Digi	3625.984	6062.992	T	270.00		
chip0603	1uF	Csh35_Digi	3625.984	6287.401	T	270.00		
chip0603	1uF	Csh34_Digi	3625.984	6503.937	T	270.00		
chip0603	1uF	Csh33_Digi	3625.984	6728.346	T	270.00		
chip0603	20pF	Csh16_Digi	3098.425	2988.189	T	180.00		
chip0603	20pF	Csh15_Digi	3098.425	3212.598	T	180.00		
chip0603	20pF	Csh14_Digi	3098.425	3429.134	T	180.00		
chip0603	20pF	Csh13_Digi	3098.425	3653.544	T	180.00		
chip0603	20pF	Csh16_Digi	3098.425	3881.89	T	180.00		
chip0603	20pF	Csh15_Digi	3098.425	4106.299	T	180.00		
chip0603	20pF	Csh14_Digi	3098.425	5661.417	T	180.00		
chip0603	20pF	Csh13_Digi	3098.425	5885.827	T	180.00		
chip0603	20pF	Csh16_Digi	3098.425	6118.11	T	180.00		
chip0603	20pF	Csh15_Digi	3098.425	6342.52	T	180.00		
chip0603	20pF	Csh14_Digi	3098.425	6559.055	T	180.00		
chip0603	20pF	Csh13_Digi	3098.425	6783.465	T	180.00		
chip0603	20pF	Csh20_Digi	3122.047	2877.953	T	180.00		
chip0603	20pF	Csh19_Digi	3122.047	3102.362	T	180.00		
chip0603	20pF	Csh18_Digi	3122.047	3318.898	T	180.00		
chip0603	20pF	Csh17_Digi	3122.047	3543.307	T	180.00		
chip0603	20pF	Csh20_Digi	3122.047	3771.653	T	180.00		
chip0603	20pF	Csh19_Digi	3122.047	3996.063	T	180.00		
chip0603	20pF	Csh18_Digi	3122.047	5551.181	T	180.00		
chip0603	20pF	Csh17_Digi	3122.047	5775.591	T	180.00		
chip0603	20pF	Csh20_Digi	3122.047	6007.874	T	180.00		
chip0603	20pF	Csh19_Digi	3122.047	6232.283	T	180.00		
chip0603	20pF	Csh18_Digi	3122.047	6448.819	T	180.00		
chip0603	20pF	Csh17_Digi	3122.047	6673.228	T	180.00		
chip0603	20pF	Csh28_Digi	3354.331	3066.929	T	180.00		
chip0603	20pF	Csh27_Digi	3354.331	3291.339	T	180.00		
chip0603	20pF	Csh26_Digi	3354.331	3507.874	T	180.00		
chip0603	20pF	Csh25_Digi	3354.331	3732.283	T	180.00		
chip0603	20pF	Csh28_Digi	3354.331	3960.63	T	180.00		
chip0603	20pF	Csh27_Digi	3354.331	4185.039	T	180.00		
chip0603	20pF	Csh26_Digi	3354.331	5740.158	T	180.00		
chip0603	20pF	Csh25_Digi	3354.331	5964.567	T	180.00		
chip0603	20pF	Csh28_Digi	3354.331	6196.85	T	180.00		
chip0603	20pF	Csh27_Digi	3354.331	6421.26	T	180.00		
chip0603	20pF	Csh26_Digi	3354.331	6637.795	T	180.00		
chip0603	20pF	Csh25_Digi	3354.331	6862.205	T	180.00		
chip0603	20pF	Csh32_Digi	3511.811	3035.433	T	360.00		
chip0603	20pF	Csh31_Digi	3511.811	3259.843	T	360.00		
chip0603	20pF	Csh30_Digi	3511.811	3476.378	T	360.00		
chip0603	20pF	Csh29_Digi	3511.811	3700.787	T	360.00		
chip0603	20pF	Csh32_Digi	3511.811	3929.134	T	360.00		
chip0603	20pF	Csh31_Digi	3511.811	4153.543	T	360.00		
chip0603	20pF	Csh30_Digi	3511.811	5708.661	T	360.00		
chip0603	20pF	Csh29_Digi	3511.811	5933.071	T	360.00		
chip0603	20pF	Csh32_Digi	3511.811	6165.354	T	360.00		
chip0603	20pF	Csh31_Digi	3511.811	6389.764	T	360.00		
chip0603	20pF	Csh30_Digi	3511.811	6606.299	T	360.00		
chip0603	20pF	Csh29_Digi	3511.811	6830.709	T	360.00		
chip0603	22.1k	R47	5472.441	7303.15	T	360.00		
chip0603	56pF	C16_Digit_	4188.976	2905.512	B	360.00		
chip0603	56pF	C15_Digit_	4188.976	2964.567	B	180.00		
chip0603	56pF	C12_Digit_	4188.976	3346.457	B	360.00		
chip0603	56pF	C11_Digit_	4188.976	3405.512	B	180.00		
chip0603	56pF	C16_Digit_	4188.976	3799.213	B	360.00		
chip0603	56pF	C15_Digit_	4188.976	3858.268	B	180.00		
chip0603	56pF	C12_Digit_	4188.976	5578.74	B	360.00		
chip0603	56pF	C11_Digit_	4188.976	5637.796	B	180.00		
chip0603	56pF	C16_Digit_	4188.976	6035.433	B	360.00		
chip0603	56pF	C15_Digit_	4188.976	6094.488	B	180.00		
chip0603	56pF	C12_Digit_	4188.976	6476.378	B	360.00		
chip0603	56pF	C11_Digit_	4188.976	6535.433	B	180.00		
chip0603	56pF	C10_Digit_	4188.976	6673.228	B	360.00		
chip0603	56pF	C9_Digit_1	4188.976	6736.22	B	180.00		
chip0603	56pF	C14_Digit_	4190.236	3102.362	B	360.00		
chip0603	56pF	C13_Digit_	4190.236	3165.354	B	180.00		
chip0603	56pF	C10_Digit_	4190.236	3543.307	B	360.00		
chip0603	56pF	C9_Digit_3	4190.236	3606.299	B	180.00		
chip0603	56pF	C14_Digit_	4190.236	3996.063	B	360.00		
chip0603	56pF	C13_Digit_	4190.236	4059.055	B	180.00		
chip0603	56pF	C10_Digit_	4190.236	5775.59	B	360.00		
chip0603	56pF	C9_Digit_2	4190.236	5838.583	B	180.00		
chip0603	56pF	C14_Digit_	4190.236	6232.283	B	360.00		
chip0603	56pF	C13_Digit_	4190.236	6295.275	B	180.00		
chip0603	5k6	R38_Digit_	4062.992	2751.968	B	90.00		
chip0603	5k6	R38_Digit_	4287.401	4448.819	B	360.00		
chip0603	5k6	R38_Digit_	4389.764	7003.937	B	90.00		
chip0603	9k	R40_Digit_	3968.504	2787.402	B	180.00		
chip0603	9k	R40_Digit_	4295.275	7039.37	B	180.00		
chip0603	9k	R40_Digit_	4322.835	4543.307	B	90.00		
chip0805	0.1uF	CLED1	6564.961	5866.142	T	180.00		
chip0805	100mkH	LrefGND1_D	4439.764	3681.102	B	360.00		
chip0805	100mkH	LrefGND1_D	4439.764	5157.48	B	360.00		
chip0805	100mkH	LrefGND1_D	4439.764	7145.669	B	360.00		
chip0805	DR	L1	5299.213	6994.882	B	90.00		
chip0805	DR	L2	5460.63	7001.181	B	270.00		
CP-24-13	AD4932-2	U2_Digit_3	4015.748	3013.78	T	360.00		
CP-24-13	AD4932-2	U1_Digit_3	4015.748	3454.724	T	360.00		
CP-24-13	AD4932-2	U2_Digit_2	4015.748	3907.48	T	360.00		
CP-24-13	AD4932-2	U1_Digit_2	4015.748	5687.008	T	360.00		
CP-24-13	AD4932-2	U2_Digit_1	4015.748	6143.701	T	360.00		
CP-24-13	AD4932-2	U1_Digit_1	4015.748	6584.646	T	360.00		
CWF-4R	CWF-4-R	LX1	6437.008	2706.693	T	360.00		
DHR-F-26	DHR-26F	CSAin_2	2260.63	3521.653	T	90.00		
DHR-F-26	DHR-26F	CSAin_1	2276.378	6183.071	T	90.00		
FBGA484	EP4CE40F23C7	U4	5551.181	4842.519	T	180.00		
HR961160C	HR961160C	JEth1	6262.205	7031.102	T	270.00		
IDC10	JTAG	U7	6524.803	4688.189	T	90.00		
LED0805	LED	VDLED4	6151.575	7500	T	180.00		
LED0805	LED	VDLED1	6614.173	6466.535	T	270.00		
LED1206	LED	VDLED3	6614.173	6013.779	T	270.00		
LED1206	LED	VDLED2	6614.173	6230.315	T	270.00		
PQFN-56	ADC3424	U3_Digit_1	4576.771	6379.921	T	270.00		
PQFN-56	ADC3424	U3_Digit_3	4576.772	3250	T	270.00		
PQFN-56	ADC3424	U3_Digit_2	4576.772	4816.929	T	270.00		
RT-5	AD8014	Ush4_Digit	2970.472	2937.992	B	180.00		
RT-5	AD8014	Ush3_Digit	2970.472	3162.401	B	180.00		
RT-5	AD8014	Ush2_Digit	2970.472	3378.937	B	180.00		
RT-5	AD8014	Ush1_Digit	2970.472	3603.346	B	180.00		
RT-5	AD8014	Ush4_Digit	2970.472	3831.693	B	180.00		
RT-5	AD8014	Ush3_Digit	2970.472	4056.102	B	180.00		
RT-5	AD8014	Ush2_Digit	2970.472	5611.22	B	180.00		
RT-5	AD8014	Ush1_Digit	2970.472	5835.63	B	180.00		
RT-5	AD8014	Ush4_Digit	2970.472	6067.913	B	180.00		
RT-5	AD8014	Ush3_Digit	2970.472	6292.323	B	180.00		
RT-5	AD8014	Ush2_Digit	2970.472	6508.858	B	180.00		
RT-5	AD8014	Ush1_Digit	2970.472	6733.268	B	180.00		
SDR0604	100mkH	Lref1	6181.102	2559.055	T	180.00		
SDR0604	100mkH	Lref1	6181.102	2834.646	T	180.00		
SG-636	KXO-97	UG1	3278.976	4789.764	T	360.00		
SOT223_N	LM337	Uref8	2622.047	4456.693	T	180.00		
SOT23-5	AD8005ART	Usup1_Digi	4079.724	2561.024	B	270.00		
SOT23-5	AD8005ART	Usup1_Digi	4096.457	4432.087	B	180.00		
SOT23-5	AD8005ART	Usup1_Digi	4406.496	6812.992	B	270.00		
SOT23-8	AD8039	Ush8_Digit	3409.449	2937.992	T	270.00		
SOT23-8	AD8039	Ush7_Digit	3409.449	3162.401	T	270.00		
SOT23-8	AD8039	Ush6_Digit	3409.449	3378.937	T	270.00		
SOT23-8	AD8039	Ush5_Digit	3409.449	3603.346	T	270.00		
SOT23-8	AD8039	Ush8_Digit	3409.449	3831.693	T	270.00		
SOT23-8	AD8039	Ush7_Digit	3409.449	4056.102	T	270.00		
SOT23-8	AD8039	Ush6_Digit	3409.449	5611.22	T	270.00		
SOT23-8	AD8039	Ush5_Digit	3409.449	5835.63	T	270.00		
SOT23-8	AD8039	Ush8_Digit	3409.449	6067.913	T	270.00		
SOT23-8	AD8039	Ush7_Digit	3409.449	6292.323	T	270.00		
SOT23-8	AD8039	Ush6_Digit	3409.449	6508.858	T	270.00		
SOT23-8	AD8039	Ush5_Digit	3409.449	6733.268	T	270.00		
SPST-2	SW-SPST	S1	2519.685	4862.205	T	180.00		
SPST-2	SW-SPST	S2	4666.929	7421.26	T	360.00		
SPST-2	SW-SPST	S3	4785.039	2263.78	T	360.00		
TantD	100uF	Csup9	2586.22	4681.102	T	360.00		
TantD	100uF	Csup10	2763.78	5184.646	B	270.00		
TantD	100uF	Csup_1	2857.874	2500	B	180.00		
TantD	100uF	Csup13	3688.583	5287.402	B	180.00		
TantD	100uF	Csup24	3968.898	4662.983	T	180.00		
TantD	100uF	Csup11	4874.409	2539.37	T	360.00		
TantD	100uF	Csup14	5524.016	2854.331	B	360.00		
TantD	100uF	Csup15	5524.016	3169.291	B	360.00		
TantD	100uF	Csup2	5538.976	2559.055	T	180.00		
TantD	100uF	Csup12	6129.528	3169.291	B	180.00		
TF-BGA_48L_6x8mm	IS61WV6416DBLL_BGA	RAM_	6028.543	5949.803	B	270.00		
TQFP64	LXT972A	U8	5133.859	6974.409	T	90.00		
TSSOP16	5V926(PLL)	UG3	3552.165	4548.031	T	90.00		
TSSOP16	IDT_854105I	Uclk1	3758.661	4871.063	T	360.00		
USB2.5-2H4B	USB_A	XSL	6372.244	5413.386	T	360.00		
USB2.5-2H4B	USB_A	XFL	6470.669	3700.787	T	360.00		
VHG80A_N	DS92LV16TVHG	UFL1	5620.079	3702.756	T	180.00		
